"STATION","DATE","SOURCE","LATITUDE","LONGITUDE","ELEVATION","NAME","REPORT_TYPE","CALL_SIGN","QUALITY_CONTROL","WND","CIG","VIS","TMP","DEW","SLP","AA1","AJ1","AL1","AY1","AY2","GA1","GF1","KA1","KA2","MW1","REM","EQD"
"07589099999","2010-01-28T08:00:00","4","44.946667","6.188333","1570.0","ST CHRISTOPHE, FR","FM-12","99999","V020","360,1,N,0020,1","99999,9,9,N","999999,9,N,1","-0095,1","+9999,9","99999,9","24,0002,9,1","0050,9,1,999999,9,9","99,001,9,1","7,1,99,9","4,1,99,9","09,1,+99999,9,99,9","09,99,1,09,1,99,9,99999,9,99,9,99,9","999,M,-0020,1","999,N,-0105,1","45,1","SYN152AAXX  28081 07589 21/// 93602 11095 29/// 74574 89/// 90820 333 11020 21105 4/050 70002 90768 93101 555 72155 8//// 11028 030// ///// ///// 41800 51///;",
"07589099999","2010-01-29T08:00:00","4","44.946667","6.188333","1570.0","ST CHRISTOPHE, FR","FM-12","99999","V020","999,9,C,0000,1","22000,1,9,N","999999,9,N,1","-0100,1","+9999,9","99999,9","24,0000,9,1","0049,9,1,999999,9,9","99,000,9,1","4,1,99,9","0,1,99,9",,"04,99,1,02,1,00,1,99999,9,04,1,02,1","999,M,-0030,1","999,N,-0105,1","00,1","SYN152AAXX  29081 07589 219// 40000 11100 29/// 70040 82042 90810 333 11030 21105 4/049 70000 90768 93100 555 7//// 8//// 11029 04050 ///// ///// 41800 51///;",
"07589099999","2010-01-30T08:00:00","4","44.946667","6.188333","1570.0","ST CHRISTOPHE, FR","FM-12","99999","V020","360,1,N,0050,1","00060,1,9,N","999999,9,N,1","-0060,1","+9999,9","99999,9","24,0070,9,1","0060,9,1,999999,9,9","99,011,9,1","7,1,99,9","4,1,99,9",,"08,99,1,08,1,06,1,00075,1,99,9,99,9","999,M,-0020,1","999,N,-0095,1","71,1","SYN152AAXX  30081 07589 211// 83605 11060 29/// 77174 886// 90820 333 11020 21095 4/060 70070 90768 93111 555 72150 8//// 11018 040// ///// ///// 41100 50///;",
"07589099999","2010-01-31T08:00:00","4","44.946667","6.188333","1570.0","ST CHRISTOPHE, FR","FM-12","99999","V020","999,9,C,0000,1","22000,1,9,N","999999,9,N,1","-0130,1","+9999,9","99999,9","24,0011,9,1","0058,9,1,999999,9,9","99,002,9,1","7,1,99,9","4,1,99,9","00,1,+99999,9,99,9","00,99,1,00,1,00,1,99999,9,00,1,00,1","999,M,-0060,1","999,N,-0150,1","00,1","SYN152AAXX  31081 07589 219// 00000 11130 29/// 70074 80000 90800 333 11060 21150 4/058 70011 90768 93102 555 7//// 8//// 11035 04009 ///// ///// 41800 51///;",
"07589099999","2010-02-01T08:00:00","4","44.946667","6.188333","1570.0","ST CHRISTOPHE, FR","FM-12","99999","V020","999,9,C,0000,1","22000,1,9,N","999999,9,N,1","-0120,1","+9999,9","99999,9","24,0000,9,1","0057,9,1,999999,9,9","99,000,9,1","0,1,99,9","0,1,99,9","00,1,+99999,9,99,9","00,99,1,00,1,00,1,99999,9,00,1,00,1","999,M,-0065,1","999,N,-0140,1","00,1","SYN152AAXX  01081 07589 219// 00000 11120 29/// 70000 80000 90800 333 11065 21140 4/057 70000 90768 93100 555 7//// 8//// 11040 13001 ///// ///// 41800 51///;",
"07589099999","2010-02-02T08:00:00","4","44.946667","6.188333","1570.0","ST CHRISTOPHE, FR","FM-12","99999","V020","999,9,C,0000,1","22000,1,9,N","999999,9,N,1","-0110,1","+9999,9","99999,9","24,0010,9,1","0058,9,1,999999,9,9","99,002,9,1","7,1,99,9","0,1,99,9","00,1,+99999,9,99,9","00,99,1,00,1,00,1,99999,9,00,1,00,1","999,M,-0050,1","999,N,-0120,1","00,1","SYN152AAXX  02081 07589 219// 00000 11110 29/// 70070 80000 90750 333 11050 21120 4/058 70010 90768 93102 555 72150 8//// 11055 14000 ///// ///// 41800 51///;",
"07589099999","2010-02-03T08:00:00","4","44.946667","6.188333","1570.0","ST CHRISTOPHE, FR","FM-12","99999","V020","999,9,C,0000,1","22000,1,9,N","999999,9,N,1","-0020,1","+9999,9","99999,9","24,0000,9,1","0055,9,1,999999,9,9","99,000,9,1","0,1,99,9","0,1,99,9",,"04,99,1,02,1,00,1,02250,1,03,1,02,1","999,M,-0015,1","999,N,-0100,1","00,1","SYN146AAXX  03081 07589 218// 40000 11020 29/// 70000 82032 90800 333 11015 21100 4/055 70000 90768 93100 555 7//// 8//// 11035 14000 ///// ///// 41800;",
"07589099999","2010-02-04T08:00:00","4","44.946667","6.188333","1570.0","ST CHRISTOPHE, FR","FM-12","99999","V020","999,9,C,0000,1","22000,1,9,N","999999,9,N,1","+0010,1","+9999,9","99999,9","24,0000,9,1","0054,9,1,999999,9,9","99,000,9,1","0,1,99,9","0,1,99,9",,"03,99,1,00,1,00,1,99999,9,00,1,02,1","999,M,+0045,1","999,N,-0060,1","00,1","SYN152AAXX  04081 07589 219// 30000 10010 29/// 70000 80002 90820 333 10045 21060 4/054 70000 90768 93100 555 7//// 8//// 11010 74500 ///// ///// 47401 51///;",
"07589099999","2010-02-05T08:00:00","4","44.946667","6.188333","1570.0","ST CHRISTOPHE, FR","FM-12","99999","V020","999,9,C,0000,1","00420,1,9,N","999999,9,N,1","-0005,1","+9999,9","99999,9","24,0032,9,1","0052,9,1,999999,9,9","99,003,9,1","7,1,99,9","6,1,99,9",,"08,99,1,08,1,06,1,00450,1,99,9,99,9","999,M,+0090,1","999,N,-0015,1","70,1","SYN152AAXX  05081 07589 214// 80000 11005 29/// 77076 886// 90810 333 10090 21015 4/052 70032 90768 93103 555 71157 8//// 11004 04500 ///// ///// 41100 51///;",
"07589099999","2010-02-06T08:00:00","4","44.946667","6.188333","1570.0","ST CHRISTOPHE, FR","FM-12","99999","V020","999,9,C,0000,1","01500,1,9,N","999999,9,N,1","-0040,1","+9999,9","99999,9","24,0190,9,1","0072,9,1,999999,9,9","99,024,9,1","7,1,99,9","4,1,99,9",,"08,99,1,08,1,00,1,01750,1,07,1,99,9","999,M,-0005,1","999,N,-0060,1","00,1","SYN146AAXX  06081 07589 217// 80000 11040 29/// 70074 8807/ 90700 333 11005 21060 4/072 70190 90768 93124 555 72150 8//// 11007 03000 ///// ///// 41100;",
"07589099999","2010-02-07T08:00:00","4","44.946667","6.188333","1570.0","ST CHRISTOPHE, FR","FM-12","99999","V020","999,9,C,0000,1","22000,1,9,N","999999,9,N,1","-0070,1","+9999,9","99999,9","24,0027,9,1","0074,9,1,999999,9,9","99,004,9,1","7,1,99,9","0,1,99,9","00,1,+99999,9,99,9","00,99,1,00,1,00,1,99999,9,00,1,00,1","999,M,-0020,1","999,N,-0080,1","00,1","SYN152AAXX  07081 07589 219// 00000 11070 29/// 70070 80000 90810 333 11020 21080 4/074 70027 90768 93104 555 7//// 8//// 11011 02500 ///// ///// 41800 51///;",
"07589099999","2010-02-08T08:00:00","4","44.946667","6.188333","1570.0","ST CHRISTOPHE, FR","FM-12","99999","V020","999,9,C,0000,1","22000,1,9,N","999999,9,N,1","-0050,1","+9999,9","99999,9","24,0000,9,1","0070,9,1,999999,9,9","99,000,9,1","0,1,99,9","0,1,99,9","00,1,+99999,9,99,9","00,99,1,00,1,00,1,99999,9,00,1,00,1","999,M,-0010,1","999,N,-0095,1","00,1","SYN152AAXX  08081 07589 219// 00000 11050 29/// 70000 80000 90840 333 11010 21095 4/070 70000 90768 93100 555 7//// 8//// 11012 13000 ///// ///// 41800 51///;",
"07589099999","2010-02-09T08:00:00","4","44.946667","6.188333","1570.0","ST CHRISTOPHE, FR","FM-12","99999","V020","999,9,C,0000,1","01500,1,9,N","999999,9,N,1","-0035,1","+9999,9","99999,9","24,0003,9,1","0068,9,1,999999,9,9","99,001,9,1","7,1,99,9","0,1,99,9",,"08,99,1,08,1,00,1,01750,1,07,1,99,9","999,M,+0020,1","999,N,-0050,1","00,1","SYN152AAXX  09081 07589 217// 80000 11035 29/// 70070 8807/ 90810 333 10020 21050 4/068 70003 90768 93101 555 72156 8//// 11013 02700 ///// ///// 41100 51///;",
"07589099999","2010-02-10T08:00:00","4","44.946667","6.188333","1570.0","ST CHRISTOPHE, FR","FM-12","99999","V020","999,9,C,0000,1","99999,9,9,N","999999,9,N,1","-0060,1","+9999,9","99999,9","24,0055,9,1","0070,9,1,999999,9,9","99,006,9,1","7,1,99,9","4,1,99,9","09,1,+99999,9,99,9","09,99,1,09,1,99,9,99999,9,99,9,99,9","999,M,+0010,1","999,N,-0070,1","70,1","SYN140AAXX  10081 07589 21/// 90000 11060 29/// 77074 89/// 90820 333 10010 21070 4/070 70055 90768 93106 555 72150 8//// 11017 060/0 ///// /////;",
"07589099999","2010-02-11T08:00:00","4","44.946667","6.188333","1570.0","ST CHRISTOPHE, FR","FM-12","99999","V020","310,1,N,0020,1","03600,1,9,N","999999,9,N,1","-0120,1","+9999,9","99999,9","24,0026,9,1","0072,9,1,999999,9,9","99,003,9,1","7,1,99,9","4,1,99,9",,"07,99,1,02,1,02,1,00250,1,07,1,02,1","999,M,-0055,1","999,N,-0130,1","00,1","SYN140AAXX  11081 07589 213// 73102 11120 29/// 70074 82272 90810 333 11055 21130 4/072 70026 90768 93103 555 7//// 8//// 1//// ///00 ///// /////;",
"07589099999","2010-02-12T08:00:00","4","44.946667","6.188333","1570.0","ST CHRISTOPHE, FR","FM-12","99999","V020","999,9,C,0000,1","22000,1,9,N","999999,9,N,1","-0160,1","+9999,9","99999,9","24,0005,9,1","0072,9,1,999999,9,9","99,001,9,1","7,1,99,9","0,1,99,9","00,1,+99999,9,99,9","00,99,1,00,1,00,1,99999,9,00,1,00,1","999,M,-0100,1","999,N,-0170,1","00,1","SYN152AAXX  12081 07589 219// 00000 11160 29/// 70070 80000 90800 333 11100 21170 4/072 70005 90768 93101 555 72150 8//// 11039 03010 ///// ///// 41100 51///;",
"07589099999","2010-02-13T08:00:00","4","44.946667","6.188333","1570.0","ST CHRISTOPHE, FR","FM-12","99999","V020","999,9,C,0000,1","22000,1,9,N","999999,9,N,1","-0130,1","+9999,9","99999,9","24,0000,9,1","0070,9,1,999999,9,9","99,000,9,1","0,1,99,9","0,1,99,9","00,1,+99999,9,99,9","00,99,1,00,1,00,1,99999,9,00,1,00,1","999,M,-0100,1","999,N,-0170,1","00,1","SYN152AAXX  13081 07589 219// 00000 11130 29/// 70000 80000 90720 333 11100 21170 4/070 70000 90768 93100 555 7//// 8//// 11041 12000 ///// ///// 41800 51///;",
"07589099999","2010-02-15T08:00:00","4","44.946667","6.188333","1570.0","ST CHRISTOPHE, FR","FM-12","99999","V020","999,9,C,0000,1","22000,1,9,N","999999,9,N,1","-0090,1","+9999,9","99999,9","24,0000,9,1","0065,9,1,999999,9,9","99,000,9,1","0,1,99,9","0,1,99,9",,"01,99,1,00,1,00,1,99999,9,00,1,02,1","999,M,-0045,1","999,N,-0130,1","00,1","SYN152AAXX  15081 07589 219// 10000 11090 29/// 70000 80002 90815 333 11045 21130 4/065 70000 90768 93100 555 7//// 8//// 11039 11800 ///// ///// 41701 51///;",
"07589099999","2010-02-16T08:00:00","4","44.946667","6.188333","1570.0","ST CHRISTOPHE, FR","FM-12","99999","V020","999,9,C,0000,1","22000,1,9,N","999999,9,N,1","-0080,1","+9999,9","99999,9","24,0000,9,1","0063,9,1,999999,9,9","99,000,9,1","0,1,99,9","0,1,99,9",,"01,99,1,01,1,00,1,99999,9,03,1,00,1","999,M,+0010,1","999,N,-0090,1","00,1","SYN152AAXX  16081 07589 219// 10000 11080 29/// 70000 81030 90830 333 10010 21090 4/063 70000 90768 93100 555 7//// 8//// 11035 12000 ///// ///// 41701 51///;",
"07589099999","2010-02-18T08:00:00","4","44.946667","6.188333","1570.0","ST CHRISTOPHE, FR","FM-12","99999","V020","999,9,C,0000,1","03600,1,9,N","999999,9,N,1","+0000,1","+9999,9","99999,9","24,0060,9,1","0073,9,1,999999,9,9","99,009,9,1","7,1,99,9","4,1,99,9",,"07,99,1,01,1,06,1,00075,1,07,1,00,1","999,M,+0025,1","999,N,-0015,1","00,1","SYN152AAXX  18081 07589 211// 70000 10000 29/// 70074 81670 90830 333 10025 21015 4/073 70060 90768 93109 555 72156 8//// 11006 06000 ///// ///// 41100 50///;",
